tid,distance_geometry_1_1,distance_geometry_2_1,distance_geometry_2_2,distance_geometry_3_1,distance_geometry_3_2,distance_geometry_3_3,distance_geometry_4_1,distance_geometry_4_2,distance_geometry_4_3,distance_geometry_4_4,distance_geometry_5_1,distance_geometry_5_2,distance_geometry_5_3,distance_geometry_5_4,distance_geometry_5_5,angles_0s,angles_mean,angles_meanse,angles_quant_min,angles_quant_05,angles_quant_10,angles_quant_25,angles_quant_median,angles_quant_75,angles_quant_90,angles_quant_95,angles_quant_max,angles_range,angles_sd,angles_vcoef,angles_mad,angles_iqr,angles_skew,angles_kurt,speed_0s,speed_mean,speed_meanse,speed_quant_min,speed_quant_05,speed_quant_10,speed_quant_25,speed_quant_median,speed_quant_75,speed_quant_90,speed_quant_95,speed_quant_max,speed_range,speed_sd,speed_vcoef,speed_mad,speed_iqr,speed_skew,speed_kurt,acceleration_0s,acceleration_mean,acceleration_meanse,acceleration_quant_min,acceleration_quant_05,acceleration_quant_10,acceleration_quant_25,acceleration_quant_median,acceleration_quant_75,acceleration_quant_90,acceleration_quant_95,acceleration_quant_max,acceleration_range,acceleration_sd,acceleration_vcoef,acceleration_mad,acceleration_iqr,acceleration_skew,acceleration_kurt,label
205717000,0.9997552367635192,0.9997575069477442,0.9998295591215984,0.9997477725153064,0.9998339862556388,0.9998608176925804,0.9996498750634836,0.9998350804731198,0.999880880873539,0.9998958556460252,0.9997003903884352,0.9998791302066744,0.9998231541047448,0.99982429868481,0.99990666006232,1.0,0.8694399397305947,0.0583702960101889,0.0,0.0303808782517251,0.0883453023312262,0.3586775765953417,0.6898604216703428,1.2045966723019823,1.861011525090654,2.237698061041442,3.3352583466929824,3.3352583466929824,0.6931088625466485,0.7971900425478678,0.4193648458429781,0.8459190957066408,1.0780753309429607,0.8615133595443645,0.0,4.802630219368516,0.0157300267882764,4.32952036647713,4.4876150610761085,4.56998256429624,4.684534303444857,4.81908910365111,4.924814226838498,5.031851563892673,5.105722583681545,5.27254683044064,0.94302646396351,0.1867837191222643,0.038891963484714,0.1219914449513028,0.2402799233936408,-0.1868827669644397,-0.0956139686726804,0.0,4.064680225161896e-05,7.687231564283734e-05,-0.003876900724669,-0.0014163864922747,-0.0011199161162481,-0.0004451098072303,9.260804058917222e-05,0.0005441480300911,0.0011628666311421,0.0015511337921335,0.002307852556001,0.00618475328067,0.0009128081729658,22.45707220251132,0.0005214522734116,0.0009892578373214,-0.4048830154263297,1.766234277546788,70.0
209112000,0.7592216307196323,0.7955395901308661,0.0132571241969032,0.8080930638495958,0.0250670667592299,0.0270656656157423,0.812754670526283,0.1260455094932129,0.0165306223248408,0.0399748584347142,0.9274042872388212,0.870385835125488,0.0239127694747289,0.0355400886327983,0.0092143271772738,31.0,38.55522764015455,0.8907413903777971,0.0,0.1359745262373576,0.3249817904009814,1.9442678905109656,18.17868506127432,56.30993247715184,123.69006751564544,147.5288077129113,180.0,180.0,47.50249591936717,1.2320636869977706,17.614469675664914,54.36566458664088,1.3747581014565002,0.824553534477841,14.0,1.5276147821030528,0.0482447025703951,0.0,0.0122918448303301,0.017910236609942,0.0311670203753088,0.0599431160393296,1.4326970394488416,6.2178409264377175,6.602476156440065,12.267136881103442,12.267136881103442,2.5854839795628437,1.6924973559128775,0.0383988852784953,1.4015300190735327,1.2628989259754628,-0.24674117692504,0.0,-1.5877827694026457e-05,2.731480773680889e-05,-0.0468376474900697,-0.0010274005958,-0.0003508916825671,-7.28025106445707e-05,-1.4184409152613978e-07,6.924058377849646e-05,0.0003445872098326,0.0009218072515119,0.050317182747557,0.0971548302376268,0.0014638290640368,-92.19328312698522,7.146247075327664e-05,0.000142043094423,2.185485111560265,855.5867831329064,70.0
210737000,0.6190991618820177,0.1566036939359615,0.6694193796491322,0.1898364620229798,0.30166026819372,0.6833445549145747,0.0106544767570506,0.3363640660092645,0.3008410745062291,0.6940014288069658,0.0147423387582472,0.3206488124819123,0.0081053143037237,0.2176833193775022,0.6989499159464465,42.0,70.24003941229357,1.348240343526488,0.0,0.1246542159089364,0.42835328934593,8.423993472470059,53.13010234438531,134.9999999898222,164.05460410476132,172.8749836485929,180.0,180.0,63.00770127710366,0.8970339681511613,51.360674019058834,126.57600651735216,0.3746059628124034,-1.4076223595542638,56.0,0.9115696392109752,0.044385279929154,0.0,0.0029793419246,0.0046666260016225,0.010562530504012,0.030517053284964,0.0825823200861283,6.02345804344592,6.310865395181673,7.15397124709511,7.15397124709511,2.1258649422409683,2.332092745082041,0.0231346833386482,0.0720197895821162,2.109474442216106,2.5575503255263383,24.0,2.0300201657963025e-05,1.2281629398672147e-05,-0.004062146447736,-0.0005660688775912,-0.0001239712809162,-2.221861602954292e-05,2.9555949454165633e-08,2.598805647032156e-05,0.0001698023371607,0.000726749747419,0.003999688516133,0.008061834963869,0.000588237483551,28.97692808486343,2.373973514032468e-05,4.820667249986448e-05,0.5110187432109536,15.632938184979118,70.0
220590000,0.0003886337453204,0.000729776778996,0.0011785753314222,0.0032194283517856,0.0029017030741532,0.0017590689420916,0.0004721568474745,0.0005010141731924,0.0018154943842081,0.0017039370133033,0.0005895528970415,0.00122276195936,0.0019955134708458,0.0031065493630175,0.0022314986016815,98.0,119.43639825209208,0.9764700853843186,0.0,11.309932493279703,44.99999997964446,90.0,135.0,161.56505117300685,180.0,180.0,180.0,180.0,51.75291452536889,0.4333094038563941,37.8749836316822,71.56505117300685,-0.7603292352157386,-0.4122337135619274,441.0,0.0085840810726036,0.0001076024880911,0.0,0.0,0.0,0.0041586140271551,0.0074213015901728,0.0122871172083385,0.0169196182073284,0.0202761468564661,0.0571941146114754,0.0571941146114754,0.0064570459106078,0.7522116643580689,0.0032859208546061,0.0081285031811834,1.5674516365783333,4.968805143884783,113.0,-1.0278988906522894e-09,3.4001586088275065e-07,-0.0001411168835041,-3.293722503129553e-05,-2.239667689618825e-05,-1.1392754968633517e-05,0.0,1.142475707309637e-05,2.2888662462405385e-05,3.403633561475827e-05,0.0001365640484172,0.0002776809319214,2.040378492173128e-05,-19849.99216098321,1.1423353346197673e-05,2.2817512041729887e-05,-0.011369032087572,3.211121168280956,52.0
232010350,0.6674486775141081,0.0504058074826701,0.6986759201040744,0.0275099675073608,0.0524732895645657,0.7251913536959321,0.0271155472638534,0.1157377039701376,0.6438832150585807,0.784476062093383,0.0469749928938201,0.0584640964030124,0.0952262319975966,0.6771663299138669,0.8146835243614392,47.0,51.3234833324228,0.9667588404236228,0.0,0.1700932457138863,0.4678839624881489,3.128117248614058,25.29121978645987,90.00000000712444,152.71740394061925,167.49719284510562,180.0,180.0,57.76333508608988,1.1254757342161692,24.54328996424035,86.87188275851038,0.9376466116091672,-0.5800871824197325,12.0,1.3293661559200642,0.0385228903131432,0.0,0.0123529092483446,0.0168150063375924,0.0280193315328448,0.0596964999903293,0.3790930523030219,5.551811814431771,6.229164948874972,10.28122057882211,10.28122057882211,2.3075179141548454,1.7358031147993196,0.042043705365335,0.3510737207701771,1.384117482590476,0.1377708542728033,7.0,8.400027351519794e-06,2.3817033601828967e-05,-0.0333013034641349,-0.0008907366360777,-0.000453257767962,-6.940524699740029e-05,-2.957395664380699e-06,6.575836831928156e-05,0.0004566609610806,0.0010687460883982,0.051135094428908,0.0844363978930429,0.0014254449841764,169.6952788991236,6.749305471892369e-05,0.0001351636153166,9.238820229023275,628.9405798174486,70.0
255617000,0.4593406074001872,0.9306856338591956,0.4738980857233855,0.9471712450158049,0.0007110383155491,0.4795334329984509,0.9554739569178043,0.0018550730540701,0.0030650777693246,0.4824883534681586,0.96071193254955,0.0115166116299359,0.009497719791556,0.0150219795005068,0.4847616829305317,34.0,81.14345466729759,1.4562413773071248,0.0,0.0842014501784367,0.1870514462232936,3.7994869408450938,89.99999998303704,145.61965527822912,168.69006752243064,174.41868218645013,180.0,180.0,65.91804917063907,0.812364342150758,67.16634584268547,141.82016833738402,0.0303919636588958,-1.574963138056268,24.0,1.359507794452271,0.0522380239073469,0.0,0.0050550542143074,0.00738204319955,0.0130008415925017,0.0250425856543768,0.398739822500587,5.856903364806973,6.072975483313999,8.448525167614228,8.448525167614228,2.392136485286392,1.7595606991353474,0.0168841049911851,0.3857389809080852,1.295935498265282,-0.2422027614094424,19.0,-3.917200659575231e-05,2.9947980877134893e-05,-0.022245065791822,-0.0008769040849941,-0.0004116854468466,-4.7451421864949255e-05,-1.7875903613395528e-06,3.515389224325539e-05,0.0001526040088833,0.0007496797117066,0.0391946654671128,0.0614397312589348,0.0013714082646755,-35.009905896019134,3.987256757465877e-05,8.260531410820464e-05,7.864437000954697,381.24854807048257,70.0
255801370,0.6972000574701717,0.0,0.7255005504206842,0.0005751307761498,0.7595373589294672,0.0149107956912686,0.0013692386150656,0.0014017196897306,0.7558816214963089,0.0402470817815921,0.0018361747495072,0.0020654877764639,0.922270076504042,0.8611239435131945,0.0376410965835392,73.0,83.27065786027222,1.0117303302038425,0.0,0.2503357027449184,1.8104498821655743,22.833654197171487,82.8749836485929,143.1301023297293,167.47119228605897,174.1329684854506,180.0,180.0,61.349578693719984,0.7367490574730933,60.12400731394748,120.29644813255784,0.0772650657953832,-1.469242336233147,94.0,0.5230280611825832,0.026283223801092,0.0,0.0041814066603731,0.0063091446792514,0.0122177641630141,0.0203299697494348,0.0384919668673849,0.1199799952432108,5.968848337943495,6.689683072861977,6.689683072861977,1.6335821796286647,3.123316511804516,0.0117771007870336,0.0262742027043708,3.0621565638736947,7.510703169960905,5.0,6.356578715009079e-07,5.4563590031634185e-06,-0.0043584760935318,-0.0001292116737512,-6.85991613014937e-05,-2.9116051065539178e-05,0.0,2.868702001228298e-05,6.88103034258404e-05,0.0001124365313254,0.0053805491346913,0.0097390252282232,0.0003391292826435,533.5091373018012,2.8869605241466853e-05,5.780307107782216e-05,2.883935530514875,76.5411273117047,70.0
255803680,0.2103194008008524,0.4301033354364419,0.0866381476094526,0.0005520553529225,0.3186038919643081,0.7807205554204307,0.0008350662180548,0.4342963777044217,0.8603662129115908,0.784002298953316,0.0018865011632061,0.6939538046733901,0.2717262254406831,0.8610226862043803,0.78598986843588,37.0,58.70055791905539,1.038789891656466,0.0,0.0812982010306211,0.1744763046404396,0.5357680837853643,8.37566792667811,134.99999997964446,161.56505118623798,171.86989764893133,180.0,180.0,67.8481703276267,1.1558351867998484,8.356388714127721,134.4642318958591,0.576790144481351,-1.3815019976911285,73.0,2.705349210127906,0.045867845519704,0.0,0.0061442054468421,0.0073948591014625,0.0147897142543665,0.1349071768365801,5.3805258421923225,6.4148580405137245,7.910471923410742,35.893052752645254,35.893052752645254,3.045638758093132,1.1257839641149827,0.1349071768365801,5.365736127937956,0.8404604603966317,2.145205929840416,53.0,-2.768564128654342e-06,0.0001145105763999,-0.303670558824927,-0.0015434284702368,-0.0008662097640017,-6.598786722570675e-05,0.0,5.67533688211688e-05,0.0008752083537806,0.0015316645009634,0.3379411869154238,0.641611745740351,0.0076026744405891,-2746.071280019236,6.0980518194655645e-05,0.0001227412360468,5.881021802521988,1467.9650696029616,70.0
255805550,0.5321594857446209,0.728367652728882,0.8753987458423854,0.988508426055852,0.8504840004056436,0.7911195232164658,0.9993723831415786,0.671477984666049,0.9653707250877588,0.7395990467550413,0.9995399012380568,0.9300767031943238,0.9844593783948634,0.9285336454689046,0.6696255527400083,2.0,7.960929344848644,0.9896372360983856,0.0,0.0636794793217161,0.1273556533907167,0.3121973692150569,0.7684224832443466,1.7465967220609295,4.874440950955751,31.794010023864026,179.15747573975264,179.15747573975264,29.60653245265045,3.718979426919325,0.5607321763216655,1.4343993528458725,4.521927119350244,19.31461085217498,0.0,6.198139945412655,0.057018179728321,0.0040141336299877,0.1472707214847452,5.69572487561016,6.314838376328073,6.564061143764576,6.928799298655616,7.188573070088266,7.325261496890131,13.724046663674647,13.72003253004466,1.7057872591505532,0.2752095425681755,0.3246968557658309,0.6139609223275428,-2.698749658051589,7.798092142705562,0.0,-6.812868406848889e-05,0.0001439384049848,-0.0489974702527312,-0.0019905612068391,-0.0014387383508702,-0.0008571707599895,-3.830148753029297e-05,0.0007409865360281,0.0013468131177944,0.001670103925946,0.0782777980865636,0.1272752683392949,0.0043061405764883,-63.205984899979214,0.0007953501116285,0.0015981572960176,6.072610669919224,178.58073875250005,70.0
257407000,0.2015127703584937,0.2552712371804058,0.156107678018273,0.4970713301764118,0.2844885798665628,0.0018611688218426,0.5308917738396592,0.4363821033777628,0.2566733615547296,0.0023408508692053,0.0845302028725163,0.5535454031199687,0.3382992051104068,0.0006273603182789,0.0022888802803195,31.0,90.80125299167942,1.0398133738845077,0.0,3.3050422199262663,8.56765553190413,33.690067532243035,95.19442890940329,146.30993247715185,167.4711922877832,173.65980825657252,180.0,180.0,58.89420703981961,0.6486056645629812,56.0831729097257,112.6198649449088,-0.0746217469397816,-1.4283954052855847,27.0,0.1213841437566867,0.0077961890806955,0.0,0.0063551627039246,0.0081733284198376,0.0148483909184195,0.0258729208376359,0.0415907207699798,0.0656416977836797,0.4128606897592248,3.4280463818341897,3.4280463818341897,0.4452709291673339,3.66827919517952,0.0122945917980475,0.0267423298515603,5.319517692120334,28.622189858906854,0.0,-1.0817911915747123e-07,4.60232933489071e-06,-0.0040826017575683,-0.0001040885777107,-6.859128897270574e-05,-3.14073131878899e-05,1.511798325512698e-07,2.9867774721151974e-05,6.51365955368959e-05,9.877333514361076e-05,0.0024818927839178,0.0065644945414862,0.0002628570751773,-2429.8319049416177,3.065571763144703e-05,6.127508790904187e-05,-2.169328732534457,71.31736064357982,70.0
